partner,warehouse,name_nom,price_deal,product_price,,2020-01,2020-02,2020-03,2021-01,2021-02,2021-03,All
Hyrax,Зеленый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),83.50038732444445,21.58250657142857,02,0,0,0,0,6,0,6
Hyrax,Зеленый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),83.50038732444445,21.58250657142857,04,0,6,0,0,0,0,6
Hyrax,Зеленый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),83.50038732444445,21.58250657142857,22,0,0,0,0,0,6,6
Hyrax,Зеленый Склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),335.4689303946667,32.03985328571429,06,0,0,0,0,6,0,6
Hyrax,Причал 1,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),266.1228493786667,228.60458085714288,06,0,0,0,0,12,6,18
Hyrax,Причал 1,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),266.1228493786667,228.60458085714288,10,0,0,0,0,0,6,6
Hyrax,Причал 1,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),266.1228493786667,228.60458085714288,12,0,0,0,6,0,0,6
Hyrax,Причал 1,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),266.1228493786667,228.60458085714288,13,0,0,0,0,6,0,6
Hyrax,Причал 1,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),266.1228493786667,228.60458085714288,23,0,0,0,0,0,6,6
Hyrax,Причал 1,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),266.1228493786667,228.60458085714288,26,0,0,0,0,6,0,6
Hyrax,Причал 1,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9679508937777774,134.92861000000002,15,0,0,0,0,0,48,48
Hyrax,Причал 1,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9679508937777774,134.92861000000002,26,0,0,0,0,0,12,12
Hyrax,Причал 1,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9679508937777774,134.92861000000002,30,0,0,0,0,0,24,24
Hyrax,Причал 3,Барабан тормозной BPW о.н.0310687120 (M1900179),1.897358322666667,134.92861000000002,12,0,0,0,12,0,0,12
Icelandic,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.204329764,134.92861000000002,11,0,0,0,0,0,6,6
Idiazabal,Розовый Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),274.83789184000005,228.60458085714288,23,0,0,0,0,0,6,6
Idiazabal,Розовый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),91.84013229066667,21.58250657142857,03,0,0,0,0,0,6,6
Idiazabal,Розовый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),91.84013229066667,21.58250657142857,04,0,6,0,0,0,0,6
Idiazabal,Розовый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),91.84013229066667,21.58250657142857,07,0,0,6,0,0,0,6
Idiazabal,Розовый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),91.84013229066667,21.58250657142857,09,7,0,0,0,0,0,7
Idiazabal,Розовый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),91.84013229066667,21.58250657142857,12,0,0,0,6,0,0,6
Idiazabal,Розовый Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),91.84013229066667,21.58250657142857,28,0,6,0,0,0,0,6
Iguanodon,Ораньжевый склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),288.5697287613333,228.60458085714288,27,6,0,0,0,0,0,6
Imposter hutia,Большой Склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),310.71119493333333,228.60458085714288,29,0,0,6,0,0,0,6
Imposter hutia,Большой Склад,Держатель номерного знака серый пластик MERCEDES о.н.9738800025 (M3100133),262.1228712573333,13.99372085714286,04,7,0,0,0,0,0,7
Imposter hutia,Большой Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),103.7781624,21.58250657142857,22,0,6,0,0,0,0,6
Improved Red and White,Матовый Склад,Амортизатор кабины VOLVO (M6000518),10.647673460000002,19.58665592857143,27,0,6,0,0,0,0,6
Improved Red and White,Матовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.9924103933333333,42.75521871428572,15,0,0,0,0,0,90,90
Inca tern,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.1761399546666667,42.75521871428572,10,0,0,60,0,0,0,60
Inca tern,Розовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.1761399546666667,42.75521871428572,22,0,0,0,0,0,6,6
Inchworm,Матовый Склад,Амортизатор кабины VOLVO (M6000518),9.986842,19.58665592857143,26,0,0,0,0,0,12,12
Indian Desert Jird,Малый Склад,Амортизатор кабины VOLVO (M6000518),10.397648266666668,19.58665592857143,03,0,6,0,0,0,0,6
Indian giant squirrel,Большой Склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),100.664817528,21.58250657142857,01,0,0,6,0,0,0,6
Indo-Brazilian,Большой Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.033066048,42.75521871428572,02,0,24,0,0,0,0,24
Indo-Brazilian,Большой Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9761198,134.92861000000002,22,0,0,0,0,0,90,90
Indo-Brazilian,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),9.900714341333336,19.586655928571435,15,7,0,0,0,0,0,7
Indo-Brazilian,Ораньжевый склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.104107200666667,42.75521871428572,04,0,0,240,0,0,0,240
Indo-Brazilian,Ораньжевый склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.104107200666667,42.75521871428572,05,0,48,0,0,0,0,48
Indo-Brazilian,Ораньжевый склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.104107200666667,42.75521871428572,09,0,60,0,0,0,0,60
Indo-Brazilian,Ораньжевый склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.104107200666667,42.75521871428572,19,0,120,0,0,0,0,120
Indo-Brazilian,Ораньжевый склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.1446920266666667,134.92861000000002,24,175,0,0,0,0,0,175
Injera,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9640789266666667,134.92861000000002,04,0,0,0,120,0,0,120
Injera,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),1.9640789266666667,134.92861000000002,29,0,0,0,0,0,120,120
Inyo Mountains Salamander,Матовый Склад,Амортизатор кабины VOLVO (M6000518),10.657589473333331,19.586655928571435,09,7,0,0,0,0,0,7
Isla Todos Santos,Зеленый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.3152474560000003,134.92861000000002,19,0,120,0,0,0,0,120
Istoben cattle,Средний Склад,Держатель номерного знака серый пластик MERCEDES о.н.9738800025 (M3100133),226.5809046666667,13.99372085714286,03,0,0,0,0,0,6,6
Ixora,Средний Склад,Амортизатор кабины VOLVO (M6000518),10.333760809333333,19.586655928571435,15,7,0,0,0,0,0,7
Jamaica Red,Белый cклад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.1496500333333333,42.75521871428572,21,70,0,0,0,0,0,70
Jamaica Red,Белый cклад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.103175531282051,134.92861000000002,03,0,0,0,0,60,0,60
Jamaica Red,Белый cклад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.103175531282051,134.92861000000002,19,84,0,0,0,0,0,84
Javan tiger,Розовый Склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),102.23239757866668,34.741461,17,0,0,0,0,0,180,180
Javari cattle,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),9.587559012564103,19.58665592857143,15,7,0,0,0,0,0,7
Javari cattle,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),9.587559012564103,19.58665592857143,17,0,30,0,0,0,0,30
Javari cattle,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),9.587559012564103,19.58665592857143,19,14,0,0,0,0,0,14
Javari cattle,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),9.587559012564103,19.58665592857143,28,0,0,0,60,0,0,60
Javari cattle,Ораньжевый склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),292.27668868866664,228.60458085714288,03,0,6,0,0,0,0,6
Javari cattle,Ораньжевый склад,Бампер AD/AT белый пластик IVECO о.н.504186932 (M3060116),292.27668868866664,228.60458085714288,31,0,0,0,0,0,6,6
Javari cattle,Ораньжевый склад,Держатель номерного знака серый пластик MERCEDES о.н.9738800025 (M3100133),248.33422974533332,13.99372085714286,05,7,0,0,0,0,0,7
Javari cattle,Ораньжевый склад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),88.34728742266667,21.58250657142857,19,0,0,0,6,0,0,6
Jefferson's ground sloth,Белый cклад,Накладка крыла серый пластик лев SCANIA о.н.1431931 (M3130937),78.8748032,21.58250657142857,03,0,0,0,0,0,6,6
Johanni cichlid,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),9.712916381386668,19.58665592857143,01,0,0,6,0,0,0,6
Johanni cichlid,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),9.712916381386668,19.58665592857143,12,7,0,0,0,0,0,7
Johanni cichlid,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),9.712916381386668,19.58665592857143,14,0,0,0,0,0,12,12
Johanni cichlid,Ораньжевый склад,Амортизатор кабины VOLVO (M6000518),9.712916381386668,19.58665592857143,24,0,0,0,0,6,0,6
Johanni cichlid,Ораньжевый склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),341.0725589971228,32.03985328571429,12,7,0,0,0,0,0,7
Johanni cichlid,Ораньжевый склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),341.0725589971228,32.03985328571429,13,0,0,0,6,0,0,6
Johanni cichlid,Ораньжевый склад,Подножка нижняя алюминий SCANIA о.н.1535052 (M3131425),341.0725589971228,32.03985328571429,18,0,0,6,0,0,0,6
Johanni cichlid,Ораньжевый склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),97.85199868866665,34.741461,14,0,0,0,12,0,0,12
Johanni cichlid,Ораньжевый склад,Рамка фары черный пластик лев VOLVO о.н.20452886 (M3141224) (уценка) (У2),97.85199868866665,34.741461,17,0,0,0,24,0,0,24
Jonquil,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.0128090493333333,134.92861000000002,08,0,0,0,0,60,0,60
Jubilee Blue,Средний Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.12486,134.92861000000002,26,0,0,0,0,36,0,36
Jubilee Blue,Средний Склад,Рамка фары черный пластик лев VOLVO о.н.20453930 (M3141232),87.65755786666666,5.737122,11,0,0,12,0,0,0,12
Juustoleipa,Зеленый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8768652284444447,42.75521871428572,04,0,0,0,0,120,60,180
Juustoleipa,Зеленый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),1.8768652284444447,42.75521871428572,15,0,0,0,0,60,0,60
Kaligono,Синий Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.2430022160000003,42.75521871428572,17,0,90,0,0,0,0,90
Kalmyk cattle,Матовый Склад,Барабан тормозной BPW о.н.0310546030 (M1900180),2.054031333333333,42.75521871428572,05,0,0,0,0,0,60,60
Kangaroo Paw,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.159754923111111,134.92861000000002,03,0,0,60,0,0,0,60
Kangaroo Paw,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.159754923111111,134.92861000000002,13,0,0,0,0,0,30,30
Kangaroo Paw,Матовый Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.159754923111111,134.92861000000002,25,0,0,0,12,0,0,12
Kangayam,Изумрудный Склад,Барабан тормозной BPW о.н.0310687120 (M1900179),2.3763017666666664,134.92861000000002,27,0,36,0,0,0,0,36
Kenana cattle,Большой Склад,Барабан тормозной Volvo о.н.1584131 (M1900061),33.386968993,79.33316585714287,01,0,0,0,0,6,0,6
Kenana cattle,Большой Склад,Барабан тормозной Volvo о.н.1584131 (M1900061),33.386968993,79.33316585714287,02,0,0,0,0,0,12,12
Kenana cattle,Большой Склад,Барабан тормозной Volvo о.н.1584131 (M1900061),33.386968993,79.33316585714287,06,0,0,6,0,0,0,6
Kenana cattle,Большой Склад,Барабан тормозной Volvo о.н.1584131 (M1900061),33.386968993,79.33316585714287,09,0,0,6,0,0,0,6
Kenana cattle,Большой Склад,Барабан тормозной Volvo о.н.1584131 (M1900061),33.386968993,79.33316585714287,12,0,0,0,0,0,6,6
